65770
0 1 0.012889
0 104 0.012637
0 105 0.011180
1 2 0.012098
1 105 0.008825
1 106 0.004309
2 3 0.009695
2 106 0.012469
2 107 0.004923
3 4 0.011267
3 107 0.010147
3 108 0.007185
4 5 0.024906
4 108 0.006408
4 109 0.023085
5 6 0.012388
5 109 0.003013
5 110 0.014186
6 7 0.003550
6 110 0.003189
6 111 0.004690
7 8 0.004283
7 111 0.002281
7 112 0.003063
8 9 0.003218
8 112 0.002311
8 113 0.002741
9 10 0.025784
9 113 0.003276
9 114 0.022295
10 11 0.016456
10 114 0.003805
10 115 0.015362
11 12 0.004848
11 115 0.008324
11 116 0.005505
12 13 0.012528
12 116 0.008545
12 117 0.002448
13 14 0.020964
13 117 0.012039
13 118 0.017700
14 15 0.006767
14 118 0.004211
14 119 0.013394
15 16 0.010803
15 119 0.009733
15 120 0.016543
16 17 0.010908
16 120 0.016793
16 121 0.020346
17 18 0.010124
17 121 0.015063
17 122 0.015197
18 19 0.021189
18 122 0.011965
18 123 0.024487
19 20 0.149285
19 123 0.006187
19 124 0.144714
20 21 0.089127
20 124 0.008569
20 125 0.079787
21 22 0.114852
21 125 0.010978
21 126 0.115625
22 23 0.119030
22 126 0.003087
22 127 0.080280
23 24 0.096753
23 127 0.041398
23 128 0.079089
24 25 0.063169
24 128 0.024193
24 129 0.060184
25 26 0.184469
25 129 0.006942
25 130 0.164059
26 27 0.099737
26 130 0.020767
26 131 0.085653
27 28 0.164718
27 131 0.017097
27 132 0.164502
28 29 0.083590
28 132 0.002388
28 133 0.083102
29 30 0.004093
29 133 0.003734
29 134 0.004518
30 31 0.012736
30 134 0.003874
30 135 0.009584
31 32 0.009951
31 135 0.004697
31 136 0.008055
32 33 0.004604
32 136 0.004932
32 137 0.006640
33 34 0.006404
33 137 0.004182
33 138 0.007562
34 35 0.008068
34 138 0.004935
34 139 0.009961
35 36 0.005257
35 139 0.008444
35 140 0.019126
36 37 0.005925
36 140 0.014896
36 141 0.019028
37 38 0.005489
37 141 0.015943
37 142 0.016837
38 39 0.005930
38 142 0.015749
38 143 0.010752
39 40 0.006069
39 143 0.012027
39 144 0.010827
40 41 0.009270
40 144 0.012461
40 145 0.006586
41 42 0.003897
41 145 0.009333
41 146 0.008291
42 43 0.002160
42 146 0.008222
42 147 0.008234
43 44 0.011747
43 147 0.008044
43 148 0.009724
44 45 0.004930
44 148 0.004859
44 149 0.005669
45 46 0.004202
45 149 0.004512
45 150 0.006990
46 47 0.006365
46 150 0.004924
46 151 0.006910
47 48 0.005547
47 151 0.011911
47 152 0.010309
48 49 0.009504
48 152 0.011643
48 153 0.012217
49 50 0.011486
49 153 0.009204
49 154 0.012518
50 51 0.009077
50 154 0.008676
50 155 0.014839
51 52 0.010201
51 155 0.009268
51 156 0.011217
52 53 0.001720
52 156 0.007519
52 157 0.009505
53 54 0.002357
53 157 0.008620
53 158 0.012462
54 55 0.006663
54 158 0.011212
54 159 0.015305
55 56 0.007265
55 159 0.010015
55 160 0.015081
56 57 0.001597
56 160 0.017264
56 161 0.011632
57 58 0.003035
57 161 0.011998
57 162 0.007405
58 59 0.009688
58 162 0.006206
58 163 0.014547
59 60 0.003931
59 163 0.008185
59 164 0.011712
60 61 0.011635
60 164 0.008642
60 165 0.010007
61 62 0.004995
61 165 0.012302
61 166 0.013909
62 63 0.006078
62 166 0.010590
62 167 0.008744
63 64 0.006730
63 167 0.013700
63 168 0.006270
64 65 0.005628
64 168 0.011809
64 169 0.006275
65 66 0.004898
65 169 0.010690
65 170 0.015252
66 67 0.002475
66 170 0.011539
66 171 0.011492
67 68 0.005522
67 171 0.011591
67 172 0.013781
68 69 0.009034
68 172 0.018130
68 173 0.005998
69 70 0.012351
69 173 0.011631
69 174 0.011508
70 71 0.003282
70 174 0.009933
70 175 0.009019
71 72 0.004705
71 175 0.007690
71 176 0.005693
72 73 0.002675
72 176 0.004776
72 177 0.005195
73 74 0.007009
73 177 0.003176
73 178 0.013947
74 75 0.004451
74 178 0.009092
74 179 0.014449
75 76 0.003305
75 179 0.011243
75 180 0.013801
76 77 0.009598
76 180 0.015711
76 181 0.012879
77 78 0.005485
77 181 0.021426
77 182 0.017596
78 79 0.006221
78 182 0.021388
78 183 0.023452
79 80 0.005343
79 183 0.021107
79 184 0.023126
80 81 0.008350
80 184 0.021132
80 185 0.020067
81 82 0.014313
81 185 0.018249
81 186 0.028338
82 83 0.009386
82 186 0.014735
82 187 0.010843
83 84 0.008010
83 187 0.015943
83 188 0.010194
84 85 0.006214
84 188 0.015039
84 189 0.010749
85 86 0.007485
85 189 0.014280
85 190 0.017972
86 87 0.003811
86 190 0.024738
86 191 0.031217
87 88 0.006286
87 191 0.033352
87 192 0.033804
88 89 0.009643
88 192 0.033720
88 193 0.025295
89 90 0.003145
89 193 0.026899
89 194 0.019077
90 91 0.008607
90 194 0.021925
90 195 0.024493
91 92 0.004065
91 195 0.030236
91 196 0.030188
92 93 0.001407
92 196 0.029621
92 197 0.029038
93 94 0.007123
93 197 0.029720
93 198 0.027935
94 95 0.006737
94 198 0.033214
94 199 0.030565
95 96 0.004186
95 199 0.027280
95 200 0.027030
96 97 0.001002
96 200 0.024043
96 201 0.022239
97 98 0.009908
97 201 0.022562
97 202 0.012531
98 99 0.003383
98 202 0.014166
98 203 0.007667
99 100 0.008809
99 203 0.009331
99 204 0.015686
100 101 0.010300
100 204 0.012488
100 205 0.017885
101 102 0.011270
101 205 0.017165
101 206 0.032903
102 103 0.008524
102 206 0.023175
102 207 0.026605
103 207 0.019271
104 105 0.007264
104 208 0.002006
104 209 0.006466
104 1 0.012652
105 106 0.006486
105 209 0.003978
105 210 0.007646
105 2 0.016051
106 107 0.011998
106 210 0.009629
106 211 0.005406
106 3 0.021545
107 108 0.014952
107 211 0.009630
107 212 0.008762
107 4 0.020626
108 109 0.028268
108 212 0.008068
108 213 0.026835
108 5 0.029858
109 110 0.015680
109 213 0.003017
109 214 0.011383
109 6 0.013727
110 111 0.005542
110 214 0.005379
110 215 0.007989
110 7 0.005097
111 112 0.003666
111 215 0.007334
111 216 0.006460
111 8 0.005654
112 113 0.002993
112 216 0.005108
112 217 0.004754
112 9 0.004204
113 114 0.019674
113 217 0.004131
113 218 0.010187
113 10 0.023228
114 115 0.015797
114 218 0.011464
114 219 0.012854
114 11 0.018514
115 116 0.004796
115 219 0.018872
115 220 0.008347
115 12 0.012559
116 117 0.009063
116 220 0.009633
116 221 0.008672
116 13 0.020651
117 118 0.029516
117 221 0.004666
117 222 0.013708
117 14 0.032626
118 119 0.012439
118 222 0.017680
118 223 0.004017
118 15 0.008676
119 120 0.009668
119 223 0.010027
119 224 0.008315
119 16 0.015962
120 121 0.006919
120 224 0.009894
120 225 0.005536
120 17 0.015575
121 122 0.006165
121 225 0.008849
121 226 0.009426
121 18 0.015717
122 123 0.030890
122 226 0.012095
122 227 0.030890
122 19 0.028310
123 124 0.140181
123 227 0.006491
123 228 0.124032
123 20 0.144767
124 125 0.084589
124 228 0.017877
124 229 0.067378
124 21 0.094347
125 126 0.107724
125 229 0.018178
125 230 0.110463
125 22 0.107125
126 127 0.080717
126 230 0.005520
126 231 0.056147
126 23 0.119215
127 128 0.118493
127 231 0.027782
127 232 0.116342
127 24 0.137304
128 129 0.045574
128 232 0.005485
128 233 0.035137
128 25 0.047734
129 130 0.169193
129 233 0.013416
129 234 0.111138
129 26 0.189669
130 131 0.105309
130 234 0.062075
130 235 0.047005
130 27 0.119723
131 132 0.149359
131 235 0.090008
131 236 0.170723
131 28 0.149587
132 133 0.083399
132 236 0.023492
132 237 0.093380
132 29 0.083958
133 134 0.004402
133 237 0.011138
133 238 0.011155
133 30 0.006638
134 135 0.008719
134 238 0.007603
134 239 0.009460
134 31 0.012682
135 136 0.008788
135 239 0.007647
135 240 0.004434
135 32 0.012418
136 137 0.004045
136 240 0.007964
136 241 0.006850
136 33 0.005778
137 138 0.005440
137 241 0.004980
137 242 0.009718
137 34 0.006083
138 139 0.006509
138 242 0.011634
138 243 0.011306
138 35 0.008852
139 140 0.011973
139 243 0.011929
139 244 0.006721
139 36 0.004425
140 141 0.005098
140 244 0.009084
140 245 0.010434
140 37 0.012977
141 142 0.002701
141 245 0.015120
141 246 0.015328
141 38 0.015681
142 143 0.011059
142 246 0.017256
142 247 0.015184
142 39 0.019437
143 144 0.003158
143 247 0.004581
143 248 0.012674
143 40 0.013846
144 145 0.010563
144 248 0.011025
144 249 0.007503
144 41 0.019408
145 146 0.009112
145 249 0.006190
145 250 0.007673
145 42 0.011874
146 147 0.002403
146 250 0.007259
146 251 0.007012
146 43 0.008436
147 148 0.007368
147 251 0.006824
147 252 0.020931
147 44 0.011189
148 149 0.006841
148 252 0.016151
148 253 0.025720
148 45 0.008848
149 150 0.005519
149 253 0.022269
149 254 0.015282
149 46 0.006344
150 151 0.003938
150 254 0.011243
150 255 0.005964
150 47 0.010208
151 152 0.008760
151 255 0.004218
151 256 0.007771
151 48 0.015675
152 153 0.008394
152 256 0.004185
152 257 0.008328
152 49 0.014373
153 154 0.011467
153 257 0.003639
153 258 0.010014
153 50 0.015737
154 155 0.014718
154 258 0.003856
154 259 0.008807
154 51 0.013873
155 156 0.013091
155 259 0.010654
155 260 0.022199
155 52 0.016598
156 157 0.004646
156 260 0.013953
156 261 0.016893
156 53 0.006830
157 158 0.005135
157 261 0.012590
157 262 0.016615
157 54 0.007668
158 159 0.007548
158 262 0.012222
158 263 0.016202
158 55 0.009041
159 160 0.006001
159 263 0.010977
159 264 0.024518
159 56 0.013730
160 161 0.006001
160 264 0.019978
160 265 0.022112
160 57 0.017733
161 162 0.005697
161 265 0.027727
161 266 0.028881
161 58 0.011234
162 163 0.009269
162 266 0.033933
162 267 0.039590
162 59 0.007804
163 164 0.005858
163 267 0.031382
163 268 0.022768
163 60 0.006372
164 165 0.008414
164 268 0.018047
164 269 0.012855
164 61 0.017337
165 166 0.004313
165 269 0.015584
165 270 0.015477
165 62 0.010252
166 167 0.002897
166 270 0.013551
166 271 0.011783
166 63 0.015987
167 168 0.008507
167 271 0.013726
167 272 0.009328
167 64 0.020033
168 169 0.017443
168 272 0.016966
168 273 0.006159
168 65 0.009362
169 170 0.006324
169 273 0.017744
169 274 0.015613
169 66 0.008683
170 171 0.004315
170 274 0.020161
170 275 0.020992
170 67 0.012400
171 172 0.004133
171 275 0.021022
171 276 0.021029
171 68 0.016361
172 173 0.015692
172 276 0.021411
172 277 0.028331
172 69 0.025979
173 174 0.012824
173 277 0.013644
173 278 0.026919
173 70 0.007395
174 175 0.002313
174 278 0.015789
174 279 0.010601
174 71 0.009167
175 176 0.003027
175 279 0.011783
175 280 0.005639
175 72 0.007431
